mc	mc_onset	color_name	label
71	0	black	B
71	0	red	B
71	1/4	black	Db7_2
71	1/4	red	Db7_2
71	1/2	black	gb
71	1/2	red	gb
72	1/2	black	abo_1
72	1/2	red	abo_1
73	0	black	Db7
73	0	red	Db7
73	1/4	black	Gb7
73	1/4	red	Gb7
73	1/2	black	b
73	1/2	red	b
74	1/2	black	dbo_1
74	1/2	red	dbo_1
75	0	black	Gb7
75	0	red	Gb7
75	1/4	black	b
75	1/4	red	b
75	1/2	black	Gb7_1
75	1/2	red	Gb7_1
76	0	black	bbo_1
76	0	red	bbo_1
76	1/4	black	B
76	1/4	red	B
76	1/2	black	bbo
76	1/2	red	bbo
77	0	black	Gb_1
77	0	red	Gb_1
77	1/2	black	Gb7
77	1/2	red	Gb7
78	0	black	B
78	0	red	B
78	1/4	black	B_1
78	1/2	black	B
79	0	black	bbo_1
79	0	red	bbo_1
80	0	black	Eb7_3
80	0	red	Eb7_3
80	1/2	black	Eb7_2
80	1/2	red	Eb7_2
80	3/4	black	Eb7
80	3/4	red	Eb7
81	0	black	Eb
81	0	red	ab_2
81	1/4	black	Eb7_3
81	1/4	red	go_2
81	1/2	black	ab_1
81	1/2	red	ab_1
82	0	black	fo7_2
82	0	red	fo7_2
82	1/4	black	Db7_3
82	1/4	red	Db7_3
82	1/2	black	fo7_2
82	1/2	red	fo7_2
82	3/4	black	Db7_3
82	3/4	red	Db7_3
83	0	black	fo7_2
83	0	red	fo7_2
83	1/4	black	Db7_3
83	1/4	red	Db7_3
83	1/2	black	Db7_2
83	3/4	black	ab_1
83	3/4	red	ab_1
84	0	black	fo7_2
84	0	red	fo7_2
84	1/4	black	Db7_3
84	1/4	red	Db7_3
84	1/2	black	fo7_2
84	1/2	red	fo7_2
84	3/4	black	Db7_3
84	3/4	red	Db7_3
85	0	black	fo7_2
85	0	red	fo7_2
85	1/4	black	Db7_3
85	1/4	red	Db7_3
85	1/2	black	Db7_2
85	3/4	black	ab_1
85	3/4	red	ab_1
86	0	black	Db7_3
86	0	red	Db7_3
86	1/4	black	Gb_1
86	1/4	red	Gb_1
87	0	red	co7_3
88	0	black	co7_1
88	0	red	C
89	0	black	Db7
89	0	red	Db7
90	0	black	Gb
90	0	red	Gb
90	3/4	red	B
91	0	red	Gb
91	3/4	black	Db7
91	3/4	red	Db7
92	0	black	Gb
92	0	red	Gb
92	3/4	red	B
93	0	red	Gb
93	1/2	black	Eb7
93	1/2	red	Eb7
93	3/4	black	ab
93	3/4	red	ab
94	0	black	Db7
94	0	red	Db7
95	0	black	Gb
95	0	red	Gb
95	1/2	black	Eb
95	1/2	red	Eb7
95	3/4	black	ab
95	3/4	red	ab
96	0	black	Db7
96	0	red	Db7
97	0	black	Gb
97	0	red	Gb
97	1/4	black	Gb_1
97	1/2	black	Db7
97	1/2	red	Db7
98	0	black	Gb
98	0	red	Gb
98	1/4	black	Gb_1
98	1/2	black	Db7_3
98	1/2	red	Db7
99	0	red	Gb
99	1/4	black	Db7
99	1/4	red	Db7
99	1/2	red	Gb
99	3/4	red	Db7
100	0	red	Gb
100	1/4	black	Db
100	1/2	black	Gb_1
100	15/16	black	fo_1
101	0	black	Gb
101	1/4	black	Gb7_1
101	1/4	red	Gb7_2
101	1/2	black	Gb
101	3/4	black	bbo_1
101	15/16	black	B
102	0	black	bbo
102	0	red	bbo
102	1/4	black	Gb7_1
102	1/4	red	Gb7_1
102	1/2	black	dbo
102	1/2	red	dbo_2
102	3/4	black	Gb7_1
102	3/4	red	Gb7_1
103	0	black	dbo
103	0	red	dbo_1
103	1/4	black	Gb7_1
103	1/4	red	Gb7_1
103	1/2	black	b
103	1/2	red	b
103	3/4	black	b_1
103	3/4	red	b_1
104	0	black	fo7
104	0	red	fo7
104	3/4	black	Db7_1
104	3/4	red	Db7_1
105	0	black	fo
105	1/4	black	Db7_2
105	1/2	black	Gb
105	1/2	red	Gb
105	3/4	black	Gb_2
106	0	black	Gb_1
106	1/4	black	Gb
106	3/4	black	Gb_2
107	0	black	Gb_1
107	1/4	black	Gb
107	1/2	black	Gb_2
107	3/4	black	Gb_1
109	0	black	Gb
